Price,Area,Bedroom,Bathroom
765000.0,509.0,4,1.0
900000.0,628.0,4,2.0
1275000.0,120.0,2,1.0
1455000.0,159.0,2,1.0
2850000.0,211.0,3,2.0
1850000.0,128.0,3,2.0
1436000.0,130.0,2,1.0
1110000.0,147.0,2,1.0
1550000.0,167.0,2,1.0
2300000.0,153.0,4,2.0
1550000.0,718.0,3,2.0
1800000.0,132.0,3,2.0
2120000.0,199.0,2,1.0
1800000.0,253.0,3,1.0
1800000.0,90.0,3,2.0
1810000.0,240.0,2,1.0
2615000.0,177.0,3,2.0
2100000.0,237.0,5,2.0
1300000.0,129.0,3,1.0
1370000.0,8057.0,3,2.0
1000000.0,288.0,2,1.0
2575000.0,228.0,3,2.0
1322500.0,149.0,2,1.0
1562500.0,141.0,2,1.0
2000000.0,211.0,3,2.0
1900000.0,209.0,3,1.0
3010000.0,147.0,3,2.0
2800000.0,327.0,4,3.0
647000.0,8057.0,2,1.0
2100000.0,120.0,3,1.0
2000000.0,238.0,3,1.0
442500.0,8057.0,1,1.0
4735000.0,330.0,4,2.0
1340000.0,136.0,2,1.0
1801000.0,202.0,3,1.0
1532000.0,8057.0,3,3.0
3755000.0,325.0,3,2.0
2140000.0,183.0,4,2.0
1750000.0,162.0,2,1.0
980000.0,79.0,2,1.0
2030000.0,152.0,3,2.0
1740000.0,147.0,3,2.0
2800000.0,8057.0,3,3.0
985000.0,81.0,1,1.0
2000000.0,853.0,4,2.0
1110000.0,208.0,3,2.0
1492000.0,411.0,3,2.0
1717500.0,599.0,4,2.0
2840000.0,809.0,5,4.0
525500.0,88.0,2,1.0
805000.0,155.0,2,2.0
465000.0,8057.0,2,1.0
2000000.0,686.0,3,3.0
1540000.0,592.0,3,1.0
820000.0,183.0,2,1.0
1830000.0,606.0,4,2.0
2100000.0,575.0,4,2.0
865000.0,180.0,3,1.0
390000.0,8057.0,2,1.0
650000.0,8057.0,2,1.0
512000.0,8057.0,2,1.0
1165000.0,979.0,3,1.0
1900000.0,556.0,4,2.0
1485000.0,597.0,3,0.0
1950000.0,589.0,4,2.0
520000.0,352.0,3,2.0
1525000.0,729.0,5,3.0
720000.0,292.0,2,1.0
1120000.0,506.0,3,1.0
780000.0,655.0,4,1.0
1780000.0,1057.0,4,3.0
630000.0,311.0,3,1.0
406000.0,65.0,2,1.0
660000.0,602.0,3,1.0
683500.0,530.0,3,1.0
580000.0,225.0,2,1.0
1335000.0,777.0,3,1.0
800000.0,280.0,3,2.0
510000.0,127.0,2,1.0
1070000.0,695.0,4,2.0
425000.0,115.0,2,1.0
605000.0,230.0,3,2.0
705000.0,197.0,3,2.0
391000.0,8057.0,2,1.0
440000.0,8057.0,2,1.0
845000.0,745.0,4,1.0
743000.0,211.0,3,2.0
730000.0,69.0,3,2.0
635000.0,625.0,3,1.0
620000.0,168.0,2,1.0
447000.0,137.0,2,1.0
730000.0,70.0,3,2.0
678000.0,606.0,3,1.0
580000.0,175.0,2,2.0
712000.0,363.0,3,1.0
840000.0,534.0,3,2.0
980000.0,724.0,3,1.0
605100.0,265.0,3,2.0
880000.0,577.0,3,3.0
577000.0,205.0,3,2.0
1030000.0,797.0,4,1.0
605000.0,181.0,3,1.0
753000.0,529.0,3,2.0
857000.0,675.0,2,2.0
1500000.0,929.0,3,1.0
730000.0,70.0,3,2.0
900000.0,697.0,3,1.0
740000.0,604.0,3,1.0
931000.0,532.0,4,2.0
535600.0,154.0,2,1.0
1085000.0,592.0,5,3.0
781000.0,533.0,3,1.0
750000.0,554.0,3,1.0
421000.0,77.0,2,1.0
1405000.0,655.0,3,1.0
683000.0,534.0,3,1.0
623000.0,540.0,3,1.0
720000.0,8057.0,3,2.0
588000.0,328.0,3,1.0
710000.0,540.0,3,1.0
875000.0,559.0,4,1.0
700000.0,554.0,3,1.0
640000.0,252.0,2,1.0
650000.0,558.0,4,1.0
675000.0,171.0,3,2.0
708000.0,585.0,3,1.0
965000.0,851.0,4,1.0
680000.0,551.0,3,1.0
770000.0,602.0,3,1.0
923000.0,740.0,3,1.0
693000.0,315.0,4,2.0
620000.0,276.0,3,2.0
728500.0,531.0,3,1.0
931000.0,590.0,3,2.0
988000.0,715.0,3,1.0
590000.0,561.0,3,1.0
610000.0,691.0,2,1.0
815000.0,555.0,3,2.0
970000.0,708.0,4,1.0
760000.0,668.0,4,1.0
847500.0,252.0,4,3.0
1200000.0,633.0,4,1.0
700000.0,557.0,3,1.0
625000.0,536.0,3,1.0
292000.0,153.0,2,1.0
599000.0,8057.0,2,1.0
550000.0,861.0,2,1.0
995000.0,8057.0,3,2.0
1205000.0,101.0,3,2.0
1939000.0,296.0,3,2.0
421500.0,8057.0,1,1.0
1870000.0,217.0,3,1.0
678000.0,8057.0,2,1.0
1918000.0,8057.0,3,2.0
660000.0,8057.0,2,1.0
2050000.0,205.0,3,2.0
700000.0,8057.0,2,1.0
3625000.0,8057.0,2,2.0
3000000.0,1581.0,4,2.0
1525000.0,693.0,5,2.0
735000.0,2113.0,3,2.0
825000.0,8057.0,2,1.0
1586000.0,246.0,3,2.0
645000.0,8057.0,2,1.0
1435000.0,144.0,1,2.0
280000.0,8057.0,1,1.0
400000.0,8057.0,1,1.0
1780000.0,8057.0,2,2.0
592500.0,8057.0,2,1.0
1210000.0,249.0,2,1.0
2801000.0,624.0,4,2.0
390000.0,881.0,1,1.0
1800000.0,405.0,3,2.0
2200000.0,495.0,4,1.0
324000.0,8057.0,1,1.0
5525000.0,1491.0,6,3.0
1125000.0,169.0,2,1.0
2250000.0,301.0,3,3.0
2360000.0,336.0,3,2.0
1900000.0,207.0,2,2.0
440000.0,8057.0,1,1.0
490000.0,8057.0,2,1.0
2365000.0,316.0,3,2.0
1300000.0,212.0,3,1.0
732000.0,8057.0,3,2.0
704000.0,8057.0,2,1.0
620000.0,8057.0,2,1.0
1900000.0,328.0,3,1.0
315000.0,8057.0,1,1.0
450000.0,8057.0,1,1.0
710000.0,2471.0,2,1.0
872000.0,1194.0,2,1.0
598000.0,8057.0,2,1.0
1285000.0,186.0,3,1.0
3660000.0,421.0,4,3.0
520000.0,8057.0,2,1.0
3625000.0,709.0,4,1.0
4200000.0,563.0,4,3.0
1101000.0,103.0,3,1.0
3512500.0,617.0,3,2.0
2000000.0,544.0,4,3.0
869000.0,8057.0,3,1.0
2810000.0,617.0,5,2.0
565000.0,8057.0,2,1.0
567000.0,8057.0,1,1.0
546000.0,8057.0,2,0.0
471500.0,8057.0,2,1.0
455000.0,8057.0,2,1.0
940000.0,298.0,3,1.0
467000.0,8057.0,2,1.0
1380000.0,277.0,3,2.0
490000.0,423.0,2,1.0
1850000.0,478.0,4,3.0
1284000.0,623.0,3,1.0
971000.0,285.0,3,2.0
710000.0,214.0,2,1.0
2425000.0,1014.0,6,3.0
750000.0,226.0,2,1.0
1053000.0,269.0,2,1.0
1377000.0,417.0,3,1.0
970000.0,350.0,3,1.0
940000.0,330.0,2,1.0
751000.0,118.0,2,1.0
950000.0,173.0,2,1.0
685000.0,228.0,2,1.0
1230000.0,594.0,3,1.0
636500.0,8057.0,2,1.0
910000.0,317.0,3,1.0
770000.0,226.0,2,1.0
960000.0,229.0,3,2.0
890000.0,300.0,4,1.0
965000.0,170.0,2,1.0
1440000.0,487.0,3,1.0
955000.0,255.0,2,1.0
450000.0,8057.0,2,1.0
801000.0,431.0,3,1.0
1000000.0,440.0,3,2.0
1435000.0,532.0,3,2.0
390000.0,8057.0,1,1.0
1425000.0,495.0,3,2.0
1340000.0,683.0,4,2.0
955000.0,263.0,3,1.0
1100000.0,559.0,4,2.0
1255000.0,308.0,3,2.0
432000.0,8057.0,2,1.0
1640000.0,562.0,4,3.0
1430000.0,461.0,6,2.0
610000.0,301.0,2,1.0
940000.0,491.0,3,3.0
890000.0,242.0,3,1.0
1180000.0,617.0,3,2.0
1480000.0,597.0,4,2.0
1150000.0,387.0,2,1.0
1350000.0,575.0,3,1.0
1905000.0,521.0,5,2.0
865000.0,146.0,2,2.0
705000.0,113.0,2,2.0
442000.0,8057.0,2,1.0
540000.0,8057.0,2,2.0
1037500.0,506.0,3,1.0
1050000.0,318.0,3,2.0
440000.0,8057.0,2,1.0
1010000.0,325.0,2,1.0
1430000.0,418.0,4,2.0
570000.0,8057.0,2,1.0
690000.0,8057.0,2,1.0
1291000.0,414.0,3,1.0
1130000.0,272.0,3,2.0
1135000.0,296.0,3,1.0
950000.0,298.0,4,2.0
790000.0,8057.0,3,2.0
390000.0,1957.0,2,1.0
1345000.0,552.0,4,1.0
1381500.0,416.0,3,2.0
940000.0,285.0,3,2.0
995000.0,314.0,3,2.0
1050000.0,536.0,3,1.0
786000.0,576.0,3,2.0
705000.0,252.0,2,1.0
760000.0,124.0,2,1.0
487500.0,8057.0,3,1.0
1000000.0,200.0,3,2.0
1110000.0,349.0,4,2.0
1300000.0,664.0,4,1.0
1060000.0,555.0,3,1.0
1410000.0,459.0,3,2.0
1305000.0,278.0,3,1.0
932500.0,254.0,3,2.0
965000.0,216.0,3,1.0
1215000.0,452.0,3,1.0
545000.0,194.0,2,1.0
1705000.0,598.0,4,2.0
970000.0,194.0,3,1.0
925000.0,407.0,2,1.0
2650000.0,753.0,4,3.0
1670000.0,599.0,3,2.0
955000.0,203.0,3,2.0
2050000.0,310.0,3,3.0
500000.0,710.0,2,1.0
1575000.0,679.0,2,1.0
1555000.0,731.0,3,2.0
1100000.0,276.0,3,3.0
1337000.0,583.0,3,1.0
2950000.0,1472.0,8,7.0
2215000.0,681.0,4,2.0
1518000.0,516.0,3,2.0
1710000.0,806.0,3,1.0
1655000.0,780.0,3,1.0
1550000.0,780.0,4,2.0
1662000.0,351.0,3,2.0
1665000.0,702.0,3,2.0
1445000.0,704.0,2,1.0
3510000.0,755.0,5,5.0
968000.0,227.0,3,1.0
900000.0,153.0,3,2.0
1500000.0,545.0,3,1.0
2752000.0,1075.0,5,4.0
1500000.0,710.0,3,2.0
1800000.0,749.0,4,2.0
1830000.0,724.0,3,2.0
1415000.0,605.0,3,1.0
1440000.0,687.0,2,1.0
1250000.0,321.0,4,2.0
1422000.0,583.0,3,1.0
1600000.0,700.0,5,3.0
1860000.0,696.0,4,2.0
1710000.0,295.0,3,2.0
1790000.0,514.0,4,2.0
1950000.0,844.0,4,2.0
1600000.0,637.0,3,1.0
1320000.0,1063.0,3,1.0
1650000.0,697.0,3,1.0
995000.0,583.0,2,1.0
1250000.0,842.0,3,1.0
1045000.0,467.0,3,2.0
1200000.0,372.0,4,3.0
1075000.0,695.0,2,1.0
1500000.0,621.0,4,2.0
1120000.0,723.0,3,1.0
700000.0,367.0,2,1.0
761000.0,400.0,3,2.0
1270000.0,724.0,4,2.0
1510000.0,526.0,4,2.0
1365000.0,792.0,3,1.0
1100000.0,803.0,4,2.0
1415000.0,724.0,4,3.0
690000.0,216.0,2,1.0
1631000.0,782.0,3,2.0
1500000.0,593.0,4,2.0
1060000.0,772.0,3,1.0
1529500.0,585.0,5,3.0
600000.0,153.0,2,1.0
535000.0,72.0,2,1.0
785000.0,557.0,3,1.0
1240000.0,766.0,4,2.0
700000.0,192.0,2,1.0
1350000.0,727.0,4,2.0
1110000.0,586.0,2,1.0
1305000.0,760.0,3,1.0
855000.0,320.0,3,2.0
900500.0,256.0,3,2.0
1200000.0,839.0,3,2.0
830000.0,212.0,3,1.0
850000.0,593.0,3,1.0
750000.0,8057.0,3,1.0
851000.0,557.0,3,3.0
848000.0,542.0,3,1.0
806000.0,350.0,4,2.0
1155000.0,569.0,4,2.0
670000.0,671.0,3,2.0
1200000.0,673.0,4,5.0
636000.0,571.0,3,1.0
680000.0,570.0,3,1.0
1160000.0,789.0,4,3.0
750000.0,529.0,3,1.0
627500.0,550.0,3,1.0
880000.0,339.0,3,2.0
950000.0,761.0,4,3.0
1600000.0,1801.0,4,3.0
585000.0,136.0,2,1.0
650000.0,574.0,3,1.0
725000.0,606.0,3,1.0
665000.0,289.0,3,2.0
560500.0,177.0,3,1.0
615000.0,649.0,3,1.0
845000.0,704.0,3,1.0
585000.0,322.0,3,1.0
440000.0,263.0,2,1.0
850000.0,766.0,3,1.0
850000.0,574.0,5,2.0
705000.0,581.0,3,1.0
1100000.0,873.0,4,3.0
892500.0,586.0,3,1.0
695000.0,588.0,3,1.0
522500.0,220.0,2,1.0
680000.0,554.0,4,2.0
500000.0,260.0,3,1.0
550000.0,158.0,2,1.0
730000.0,705.0,3,2.0
875000.0,812.0,3,1.0
850000.0,585.0,3,2.0
635000.0,597.0,3,1.0
762000.0,589.0,4,2.0
411000.0,8057.0,2,1.0
790000.0,570.0,4,2.0
605000.0,569.0,4,1.0
805000.0,593.0,3,2.0
890000.0,585.0,4,2.0
795000.0,549.0,3,1.0
634000.0,582.0,3,2.0
642000.0,590.0,3,1.0
863000.0,638.0,3,2.0
740000.0,607.0,3,1.0
1819000.0,244.0,4,2.0
410000.0,8057.0,2,1.0
280000.0,8057.0,1,1.0
1015000.0,114.0,2,1.0
502500.0,8057.0,2,1.0
520000.0,8057.0,2,1.0
442000.0,8057.0,2,1.0
1193000.0,178.0,3,1.0
416000.0,8057.0,2,1.0
820000.0,8057.0,2,1.0
474000.0,8057.0,2,1.0
981000.0,159.0,2,1.0
1690000.0,339.0,3,2.0
540000.0,483.0,2,1.0
1080000.0,157.0,3,1.0
500000.0,8057.0,1,1.0
497500.0,8057.0,2,0.0
2100000.0,659.0,2,1.0
1800000.0,715.0,4,2.0
1255000.0,208.0,2,1.0
1070000.0,206.0,3,2.0
2570000.0,715.0,5,3.0
2400000.0,744.0,4,2.0
2200000.0,651.0,3,3.0
3250000.0,651.0,5,5.0
806000.0,122.0,2,1.0
4000000.0,2051.0,6,4.0
1215000.0,8057.0,2,2.0
2250000.0,600.0,5,3.0
812000.0,206.0,2,1.0
1140000.0,175.0,3,2.0
2330000.0,853.0,3,2.0
2800000.0,678.0,5,3.0
605000.0,8057.0,2,1.0
1255000.0,308.0,3,2.0
1850000.0,1015.0,2,1.0
805000.0,209.0,2,1.0
700000.0,188.0,3,1.0
2130000.0,664.0,4,2.0
500000.0,8057.0,2,1.0
2125000.0,699.0,3,2.0
1800000.0,577.0,4,2.0
635000.0,8057.0,2,1.0
526000.0,8057.0,2,1.0
390000.0,740.0,1,1.0
905000.0,281.0,3,1.0
1750000.0,453.0,4,3.0
760000.0,121.0,2,1.0
3180000.0,1148.0,4,3.0
1367000.0,219.0,3,2.0
3600000.0,678.0,5,3.0
2550000.0,642.0,5,3.0
1400000.0,241.0,4,3.0
3270000.0,935.0,4,2.0
625000.0,115.0,2,1.0
700000.0,104.0,2,1.0
1860000.0,671.0,3,1.0
2730000.0,674.0,4,3.0
2020000.0,611.0,5,2.0
460000.0,8057.0,2,1.0
2250000.0,832.0,4,1.0
1053000.0,231.0,2,1.0
1800000.0,380.0,3,2.0
1472000.0,306.0,3,2.0
2120000.0,651.0,3,1.0
1910000.0,697.0,3,1.0
754000.0,87.0,2,1.0
3000000.0,671.0,5,5.0
3400000.0,739.0,5,6.0
2188000.0,752.0,4,2.0
755000.0,213.0,2,1.0
2900000.0,596.0,4,3.0
3290000.0,1007.0,4,3.0
2665000.0,674.0,5,3.0
1801000.0,583.0,4,2.0
2410000.0,685.0,4,2.0
650000.0,8057.0,2,1.0
2275000.0,842.0,4,2.0
2810000.0,1468.0,5,3.0
1385000.0,190.0,3,2.0
2000000.0,739.0,4,1.0
1900000.0,665.0,4,2.0
3401000.0,706.0,3,2.0
1750000.0,613.0,3,2.0
4000000.0,1437.0,5,4.0
1100000.0,259.0,3,2.0
3020000.0,715.0,5,3.0
2950000.0,650.0,3,2.0
2450000.0,981.0,5,2.0
1912000.0,844.0,3,1.0
730000.0,130.0,2,1.0
3900000.0,8057.0,5,7.0
1500000.0,404.0,3,2.0
1850000.0,607.0,3,1.0
1700000.0,672.0,4,1.0
1010000.0,1611.0,2,0.0
1315000.0,260.0,3,2.0
1500000.0,778.0,3,2.0
3230000.0,1135.0,4,4.0
1080000.0,253.0,2,1.0
1350000.0,942.0,7,2.0
1905000.0,647.0,4,2.0
3300000.0,760.0,5,4.0
1900000.0,642.0,4,2.0
2251000.0,888.0,3,1.0
2205000.0,750.0,4,2.0
1265000.0,347.0,3,2.0
2000000.0,772.0,3,1.0
1750000.0,673.0,4,2.0
1450000.0,665.0,3,1.0
2614000.0,772.0,4,2.0
1825000.0,736.0,4,2.0
2550000.0,847.0,4,1.0
1570000.0,546.0,4,2.0
3250000.0,886.0,5,4.0
1750000.0,667.0,4,3.0
1150000.0,207.0,3,2.0
1575000.0,645.0,3,2.0
1505000.0,724.0,6,2.0
1572000.0,662.0,4,2.0
1500000.0,610.0,4,2.0
1400000.0,283.0,4,2.0
1750000.0,705.0,5,3.0
1850000.0,619.0,4,2.0
1480000.0,992.0,3,1.0
1400000.0,714.0,4,2.0
2130000.0,1274.0,4,3.0
1050000.0,244.0,3,2.0
3690000.0,624.0,5,4.0
1740000.0,610.0,4,2.0
2575000.0,657.0,4,3.0
1388800.0,517.0,4,2.0
1702000.0,715.0,4,2.0
1800000.0,587.0,4,2.0
2910000.0,1070.0,4,3.0
1400000.0,694.0,2,1.0
860000.0,204.0,2,2.0
1670000.0,689.0,4,3.0
1500000.0,800.0,5,1.0
2200000.0,900.0,5,3.0
1350000.0,815.0,4,2.0
2070000.0,1138.0,5,2.0
1300000.0,464.0,3,1.0
1700000.0,763.0,3,2.0
1750000.0,854.0,3,1.0
980000.0,542.0,3,1.0
1230000.0,310.0,3,3.0
2600000.0,637.0,7,3.0
1950000.0,665.0,4,3.0
1750000.0,710.0,5,2.0
2000000.0,1002.0,5,2.0
1480000.0,605.0,3,1.0
3000000.0,1247.0,4,3.0
1818000.0,722.0,3,1.0
2170000.0,1040.0,4,2.0
2525000.0,1235.0,4,2.0
3360000.0,904.0,4,3.0
1620000.0,654.0,4,2.0
1903000.0,713.0,3,1.0
1712000.0,639.0,4,2.0
1720000.0,869.0,4,3.0
1670000.0,1042.0,4,1.0
1350000.0,467.0,2,1.0
1675000.0,667.0,4,2.0
1680000.0,362.0,4,3.0
1800000.0,809.0,3,1.0
1550000.0,707.0,4,3.0
4000000.0,1364.0,5,5.0
2900000.0,917.0,3,2.0
2205000.0,1010.0,4,2.0
1137000.0,349.0,3,2.0
2100000.0,949.0,3,2.0
1389000.0,701.0,2,1.0
685000.0,177.0,2,1.0
1900000.0,691.0,6,1.0
1335000.0,368.0,3,2.0
1600000.0,760.0,3,2.0
1830000.0,493.0,3,2.0
1900000.0,587.0,4,2.0
1500000.0,605.0,5,2.0
735000.0,1075.0,2,1.0
1040000.0,250.0,2,1.0
1520000.0,622.0,3,1.0
1250000.0,644.0,4,2.0
1900000.0,808.0,6,3.0
1875000.0,842.0,5,3.0
1530000.0,701.0,4,2.0
1700000.0,754.0,4,2.0
1238000.0,186.0,3,2.0
1320000.0,635.0,3,1.0
560000.0,8057.0,2,1.0
1651000.0,657.0,3,1.0
1920000.0,900.0,5,3.0
1560000.0,845.0,5,2.0
1550000.0,942.0,5,2.0
1038000.0,207.0,3,2.0
1660000.0,737.0,5,3.0
1260000.0,458.0,3,2.0
2000000.0,75100.0,3,1.0
2155000.0,620.0,4,2.0
1225000.0,282.0,3,2.0
2150000.0,730.0,4,2.0
1770000.0,720.0,3,2.0
691500.0,8057.0,2,1.0
1836000.0,939.0,5,2.0
636000.0,202.0,2,1.0
1275000.0,599.0,2,1.0
875000.0,348.0,3,1.0
895000.0,362.0,3,2.0
1550000.0,730.0,2,1.0
1420000.0,786.0,4,1.0
1425000.0,613.0,3,2.0
851000.0,140.0,2,1.0
1222500.0,299.0,3,2.0
1260000.0,793.0,4,2.0
2700000.0,628.0,4,3.0
900000.0,418.0,3,2.0
1100000.0,8057.0,3,2.0
1005000.0,607.0,7,3.0
1317500.0,576.0,3,1.0
360000.0,8057.0,2,1.0
1435000.0,291.0,4,3.0
1110000.0,692.0,3,1.0
2435000.0,795.0,4,2.0
1500000.0,565.0,3,2.0
1300000.0,697.0,4,2.0
855000.0,298.0,2,1.0
1125000.0,584.0,3,1.0
1135000.0,627.0,3,1.0
867000.0,578.0,3,2.0
1328000.0,610.0,4,2.0
1340000.0,526.0,3,2.0
1155000.0,271.0,4,3.0
1275000.0,758.0,3,1.0
770000.0,8057.0,3,2.0
855000.0,296.0,2,1.0
1100000.0,333.0,3,2.0
650000.0,116.0,2,1.0
1815000.0,902.0,4,2.0
2255000.0,557.0,4,3.0
1470000.0,613.0,3,2.0
420000.0,1045.0,2,1.0
855000.0,226.0,2,2.0
1450000.0,567.0,4,1.0
1200000.0,590.0,3,2.0
1860000.0,855.0,4,2.0
725000.0,227.0,2,1.0
1293000.0,632.0,3,1.0
1390000.0,723.0,3,1.0
1400000.0,699.0,3,2.0
1328000.0,690.0,3,2.0
1247000.0,354.0,4,2.0
1311000.0,592.0,3,2.0
1100000.0,382.0,3,1.0
1327500.0,700.0,3,1.0
1560000.0,695.0,4,3.0
1370000.0,624.0,3,1.0
1100000.0,632.0,3,1.0
1385000.0,576.0,4,2.0
1275000.0,309.0,3,2.0
1095000.0,581.0,3,2.0
797500.0,321.0,2,1.0
725000.0,677.0,2,1.0
825000.0,147.0,3,2.0
1235000.0,8057.0,3,2.0
1600000.0,772.0,5,3.0
1165000.0,694.0,3,1.0
1355000.0,591.0,4,2.0
1910000.0,736.0,4,2.0
1448000.0,568.0,3,2.0
820000.0,336.0,2,1.0
895000.0,8057.0,3,1.0
1041000.0,292.0,4,2.0
1430000.0,611.0,4,2.0
910000.0,274.0,2,1.0
2520000.0,579.0,4,4.0
1350000.0,617.0,3,1.0
635000.0,118.0,2,1.0
1280000.0,587.0,3,2.0
1900000.0,567.0,5,2.0
1230000.0,676.0,3,1.0
1150000.0,384.0,4,2.0
1650000.0,570.0,4,2.0
670000.0,123.0,2,2.0
680000.0,83.0,2,1.0
1320000.0,346.0,4,3.0
1380000.0,580.0,4,1.0
1900000.0,708.0,6,3.0
1535000.0,572.0,3,2.0
1281000.0,594.0,4,1.0
1096000.0,292.0,3,2.0
1385000.0,664.0,5,2.0
517500.0,8057.0,3,1.0
1245000.0,345.0,4,2.0
503000.0,8057.0,2,1.0
2620000.0,579.0,4,4.0
760000.0,192.0,2,1.0
405000.0,8057.0,2,1.0
1410000.0,768.0,2,1.0
760000.0,287.0,3,1.0
825000.0,176.0,2,2.0
746000.0,281.0,2,1.0
580000.0,105.0,1,1.0
1275000.0,683.0,5,2.0
1206000.0,603.0,3,1.0
1115000.0,297.0,3,2.0
1190000.0,591.0,4,2.0
1270000.0,8057.0,4,2.0
1025000.0,384.0,3,2.0
740000.0,258.0,3,2.0
1960000.0,601.0,4,2.0
495000.0,76.0,2,1.0
570000.0,145.0,2,1.0
1220000.0,585.0,4,2.0
885000.0,565.0,3,1.0
830000.0,292.0,3,2.0
1137500.0,696.0,4,1.0
1100000.0,633.0,4,2.0
1040000.0,598.0,3,2.0
1210000.0,291.0,4,3.0
1160000.0,321.0,4,2.0
1215000.0,730.0,3,2.0
1200000.0,619.0,4,2.0
1050000.0,627.0,3,2.0
950000.0,618.0,5,2.0
380000.0,8057.0,2,2.0
689000.0,169.0,2,1.0
1400000.0,653.0,3,2.0
965000.0,574.0,3,1.0
1338000.0,610.0,3,2.0
800000.0,353.0,3,2.0
651000.0,265.0,2,1.0
920000.0,583.0,3,1.0
1390000.0,590.0,3,2.0
495000.0,96.0,2,1.0
370000.0,8057.0,1,1.0
1100000.0,578.0,3,1.0
1100000.0,653.0,4,2.0
1355000.0,818.0,3,1.0
1206000.0,636.0,4,1.0
486500.0,8057.0,2,1.0
1010000.0,597.0,2,1.0
899000.0,583.0,3,1.0
1415000.0,604.0,4,2.0
1185000.0,305.0,4,2.0
1060000.0,313.0,4,3.0
716000.0,212.0,2,1.0
1550000.0,581.0,3,1.0
840000.0,697.0,3,2.0
1110000.0,612.0,3,1.0
1106000.0,584.0,3,1.0
845000.0,295.0,3,2.0
860000.0,254.0,3,2.0
1208000.0,747.0,3,1.0
921000.0,167.0,3,2.0
1165000.0,732.0,3,1.0
1270000.0,694.0,3,1.0
742500.0,300.0,2,1.0
920000.0,578.0,3,2.0
1307000.0,684.0,3,2.0
1010000.0,658.0,4,1.0
702000.0,591.0,2,1.0
813000.0,306.0,2,1.0
805000.0,268.0,3,2.0
880000.0,660.0,3,1.0
1100000.0,274.0,4,2.0
1085000.0,710.0,3,2.0
920000.0,343.0,3,2.0
1050000.0,726.0,3,1.0
1560000.0,841.0,3,1.0
800000.0,601.0,4,2.0
722000.0,201.0,2,2.0
930000.0,588.0,3,1.0
921000.0,291.0,3,2.0
1035000.0,610.0,4,1.0
720000.0,228.0,3,2.0
1185000.0,618.0,3,1.0
1352000.0,618.0,4,2.0
1005000.0,296.0,4,2.0
761000.0,282.0,2,1.0
1600000.0,659.0,5,2.0
1200000.0,721.0,3,1.0
780000.0,421.0,3,2.0
1250000.0,314.0,4,2.0
750000.0,337.0,3,2.0
1300000.0,746.0,3,1.0
1475000.0,729.0,5,2.0
1110000.0,583.0,4,2.0
835000.0,362.0,2,2.0
1690000.0,700.0,4,2.0
791000.0,391.0,3,3.0
900000.0,780.0,3,1.0
1189000.0,337.0,3,2.0
825000.0,642.0,3,1.0
1030000.0,327.0,3,2.0
970000.0,267.0,3,2.0
930000.0,580.0,3,1.0
1510000.0,640.0,4,2.0
1240000.0,518.0,3,2.0
